,Date,Day,startTime,endTime,totalTime,attendance,homeTeam,awayTeam,gameType,homeScore,awayScore,winner,loser,gameLoc_type,location,Team,Arena,Capacity,Sheet Size,Unnamed: 4,0,Attendance%
0,October 3 2014,Friday,1900-01-01 19:07:00,1900-01-01 21:38:00,151,1452,Alaska,Western Ontario,Exhibition Game,3,1,Home Team,Away Team,home/away game,Alaska,Alaska,Carlson Center,4595.0,200x100,Map,100,0.3159956474428727
1,October 4 2014,Saturday,1900-01-01 12:00:00,1900-01-01 14:13:00,133,874,Bowling Green,Simon Fraser,Exhibition Game,7,2,Home Team,Away Team,home/away game,Bowling Green,Bowling Green,Slater Family Ice Arena,5000.0,200x85,Map,85,0.1748
2,October 4 2014,Saturday,1900-01-01 14:00:00,1900-01-01 16:40:00,160,2905,Western Michigan,Toronto,Exhibition Game,2,2,Tie,Tie,home/away game,Western Michigan,Western Michigan,Lawson Ice Arena,3667.0,200x85,Map,85,0.7922007090264521
3,October 4 2014,Saturday,1900-01-01 16:05:00,1900-01-01 18:17:00,132,3542,Boston University,St. Thomas (NB),Exhibition Game,12,1,Home Team,Away Team,home/away game,Boston University,Boston University,Agganis Arena,6300.0,200x90,Map,90,0.5622222222222222
4,October 4 2014,Saturday,1900-01-01 16:00:00,1900-01-01 18:12:00,132,3602,New Hampshire,St. Francis Xavier,Exhibition Game,0,2,Away Team,Home Team,home/away game,New Hampshire,New Hampshire,Whittemore Center,6501.0,200x100,Map,100,0.5540686048300262
5,October 4 2014,Saturday,1900-01-01 16:30:00,1900-01-01 18:32:00,122,2109,Ohio State,Guelph,Exhibition Game,7,1,Home Team,Away Team,home/away game,Ohio State,Ohio State,Value City Arena,17500.0,200x85,Map,85,0.12051428571428571
6,October 4 2014,Saturday,1900-01-01 19:00:00,1900-01-01 21:15:00,135,1187,Colgate,Queen's,Exhibition Game,7,1,Home Team,Away Team,home/away game,Colgate,Colgate,Class of 1965 Arena,2100.0,200x85,Map,85,0.5652380952380952
7,October 4 2014,Saturday,1900-01-01 19:00:00,1900-01-01 20:59:00,119,1346,Quinnipiac,Acadia,Exhibition Game,1,4,Away Team,Home Team,home/away game,Quinnipiac,Quinnipiac,People's United Center,3286.0,200x85,Map,85,0.40961655508216677
8,October 4 2014,Saturday,1900-01-01 19:00:00,1900-01-01 21:26:00,146,2816,Rensselaer,Prince Edward Island,Exhibition Game,5,2,Home Team,Away Team,home/away game,Rensselaer,Rensselaer,Houston Field House,4780.0,200x85,Map,85,0.5891213389121339
9,October 4 2014,Saturday,1900-01-01 19:00:00,1900-01-01 21:09:00,129,2300,St. Lawrence,Carleton,Exhibition Game,4,0,Home Team,Away Team,home/away game,St. Lawrence,St. Lawrence,Appleton Arena,3000.0,200x85,Map,85,0.7666666666666667
10,October 4 2014,Saturday,1900-01-01 19:00:00,1900-01-01 21:07:00,127,0,Massachusetts,Dalhousie,Exhibition Game,5,2,Home Team,Away Team,home/away game,Massachusetts,Massachusetts,William D. Mullins Center,8373.0,200x95,Map,95,0.0
11,October 4 2014,Saturday,1900-01-01 19:00:00,1900-01-01 21:17:00,137,539,Boston College,New Brunswick,Exhibition Game,6,4,Home Team,Away Team,home/away game,Boston College,Boston College,Conte Forum (Kelley Rink),7884.0,200x87,Map,87,0.06836631151699644
12,October 4 2014,Saturday,1900-01-01 19:05:00,1900-01-01 21:22:00,137,2973,RIT,Brock,Exhibition Game,5,2,Home Team,Away Team,home/away game,RIT,RIT,Gene Polisseni Center,4300.0,200x85,Map,85,0.6913953488372093
13,October 4 2014,Saturday,1900-01-01 19:05:00,1900-01-01 21:18:00,133,723,Robert Morris,Ryerson,Exhibition Game,0,1,Away Team,Home Team,home/away game,Robert Morris,Robert Morris,Colonials Arena,1589.0,200x85,Map,85,0.4550031466331026
14,October 4 2014,Saturday,1900-01-01 19:07:00,1900-01-01 21:33:00,146,2135,Lake Superior State,Michigan Tech,WCHA Conference Game,3,5,Away Team,Home Team,home/away game,Lake Superior State,Lake Superior State,Taffy Abel Arena,3373.0,200x85,Map,85,0.6329676845538097
15,October 4 2014,Saturday,1900-01-01 19:37:00,1900-01-01 22:05:00,148,2532,Ferris State,Michigan,Non-Conference Game,4,3,Home Team,Away Team,home/away game,Ferris State,Ferris State,Ewigleben Ice Arena,2457.0,200x85,Map,85,1.0305250305250304
16,October 4 2014,Saturday,1900-01-01 19:00:00,1900-01-01 21:09:00,129,8991,Minnesota,Northern Alberta,Exhibition Game,5,0,Home Team,Away Team,home/away game,Minnesota,Minnesota,3M Arena at Mariucci,10000.0,200x100,Map,100,0.8991
18,October 4 2014,Saturday,1900-01-01 19:07:00,1900-01-01 21:18:00,131,3657,St. Cloud State,Trinity Western,Exhibition Game,8,0,Home Team,Away Team,home/away game,St. Cloud State,St. Cloud State,Herb Brooks National Hockey Center,5159.0,200x100,Map,100,0.7088583058732313
19,October 4 2014,Saturday,1900-01-01 19:07:00,1900-01-01 21:26:00,139,4870,Denver,McGill,Exhibition Game,3,2,Home Team,Away Team,home/away game,Denver,Denver,Magness Arena,6026.0,200x85,Map,85,0.8081646199800863
20,October 4 2014,Saturday,1900-01-01 19:07:00,1900-01-01 21:27:00,140,419,Alaska Anchorage,Western Ontario,Exhibition Game,8,0,Home Team,Away Team,home/away game,Alaska Anchorage,Alaska Anchorage,Wells Fargo Sports Complex,,200x85,Map,85,
21,October 5 2014,Sunday,1900-01-01 14:05:00,1900-01-01 16:04:00,119,759,Connecticut,Dalhousie,Exhibition Game,3,1,Home Team,Away Team,home/away game,Connecticut,,,,,,,
22,October 5 2014,Sunday,1900-01-01 14:30:00,1900-01-01 16:38:00,128,1689,Clarkson,Queen's,Exhibition Game,8,0,Home Team,Away Team,home/away game,Clarkson,Clarkson,Cheel Arena,3000.0,200x85,Map,85,0.563
23,October 5 2014,Sunday,1900-01-01 15:05:00,1900-01-01 17:35:00,150,1987,Merrimack,St. Francis Xavier,Exhibition Game,2,2,Tie,Tie,home/away game,Merrimack,Merrimack,J. Thom Lawler Rink,2549.0,200x85,Map,85,0.7795213809336995
24,October 5 2014,Sunday,1900-01-01 15:00:00,1900-01-01 17:10:00,130,541,Niagara,Brock,Exhibition Game,4,0,Home Team,Away Team,home/away game,Niagara,Niagara,Dwyer Arena,2100.0,200x85,Map,85,0.25761904761904764
25,October 5 2014,Sunday,1900-01-01 15:00:00,1900-01-01 17:15:00,135,1507,Northeastern,Acadia,Exhibition Game,2,3,Away Team,Home Team,home/away game,Northeastern,Northeastern,Matthews Arena,4666.0,200x90,Map,90,0.3229747106729533
26,October 5 2014,Sunday,1900-01-01 16:00:00,1900-01-01 18:19:00,139,2041,UMass Lowell,St. Thomas (NB),Exhibition Game,7,3,Home Team,Away Team,home/away game,UMass Lowell,UMass Lowell,Tsongas Center,6496.0,200x85,Map,85,0.31419334975369456
27,October 5 2014,Sunday,1900-01-01 16:05:00,1900-01-01 18:20:00,135,4290,Maine,New Brunswick,Exhibition Game,8,3,Home Team,Away Team,home/away game,Maine,Maine,Alfond Arena,5641.0,200x85,Map,85,0.7605034568338948
28,October 5 2014,Sunday,1900-01-01 16:00:00,1900-01-01 18:06:00,126,1382,Union,Prince Edward Island,Exhibition Game,6,3,Home Team,Away Team,home/away game,Union,Union,Achilles Center,2504.0,200x85,Map,85,0.5519169329073482
29,October 5 2014,Sunday,1900-01-01 16:05:00,1900-01-01 18:13:00,128,728,Mercyhurst,Ryerson,Exhibition Game,6,1,Home Team,Away Team,home/away game,Mercyhurst,Mercyhurst,Mercyhurst Ice Center,1500.0,200x85,Map,85,0.48533333333333334
30,October 5 2014,Sunday,1900-01-01 16:05:00,1900-01-01 18:05:00,120,3160,Vermont,Royal Military,Exhibition Game,8,0,Home Team,Away Team,home/away game,Vermont,Vermont,Gutterson Fieldhouse,4003.0,200x90,Map,90,0.7894079440419686
31,October 5 2014,Sunday,1900-01-01 17:05:00,1900-01-01 19:15:00,130,1213,Miami,Simon Fraser,Exhibition Game,11,0,Home Team,Away Team,home/away game,Miami,Miami,Goggin Ice Center (Steve Cady Rink),3642.0,200x85,Map,85,0.3330587589236683
32,October 5 2014,Sunday,1900-01-01 17:05:00,1900-01-01 19:15:00,130,3444,Notre Dame,Waterloo,Exhibition Game,4,5,Away Team,Home Team,home/away game,Notre Dame,Notre Dame,Compton Family Ice Arena,5022.0,200x95,Map,95,0.6857825567502986
33,October 5 2014,Sunday,1900-01-01 17:07:00,1900-01-01 19:35:00,148,1718,Lake Superior State,Michigan Tech,WCHA Conference Game,1,5,Away Team,Home Team,home/away game,Lake Superior State,Lake Superior State,Taffy Abel Arena,3373.0,200x85,Map,85,0.5093388674770234
34,October 5 2014,Sunday,1900-01-01 17:07:00,1900-01-01 19:27:00,140,10205,North Dakota,Manitoba,Exhibition Game,4,0,Home Team,Away Team,home/away game,North Dakota,North Dakota,Ralph Engelstad Arena,11500.0,200x85,Map,85,0.8873913043478261
35,October 5 2014,Sunday,1900-01-01 17:07:00,1900-01-01 19:22:00,135,2227,Minnesota State,Trinity Western,Exhibition Game,12,1,Home Team,Away Team,home/away game,Minnesota State,Minnesota State,Verizon Wireless Center,5280.0,200x90,Map,90,0.421780303030303
36,October 5 2014,Sunday,1900-01-01 18:35:00,1900-01-01 20:50:00,135,203,Canisius,Toronto,Exhibition Game,6,3,Home Team,Away Team,home/away game,Canisius,Canisius,Harborcenter,1800.0,200x85,Map,85,0.11277777777777778
37,October 5 2014,Sunday,1900-01-01 18:00:00,1900-01-01 20:54:00,174,2462,Colorado College,McGill,Exhibition Game,4,4,Tie,Tie,home/away game,Colorado College,Colorado College,Colorado Springs World Arena,7343.0,200x100,Map,100,0.33528530573335147
39,October 6 2014,Monday,1900-01-01 18:05:00,1900-01-01 20:28:00,143,1098,Air Force,McGill,Exhibition Game,5,3,Home Team,Away Team,home/away game,Air Force,Air Force,Cadet Ice Arena,2470.0,200x85,Map,85,0.4445344129554656
40,October 6 2014,Monday,1900-01-01 19:07:00,1900-01-01 21:27:00,140,4735,Minnesota Duluth,Lakehead,Exhibition Game,4,2,Home Team,Away Team,home/away game,Minnesota Duluth,Minnesota Duluth,AMSOIL Arena,6800.0,200x85,Map,85,0.6963235294117647
41,October 6 2014,Monday,1900-01-01 19:07:00,1900-01-01 21:27:00,140,3512,Omaha,Northern Alberta,Exhibition Game,0,4,Away Team,Home Team,home/away game,Omaha,Omaha,Baxter Arena,7898.0,200x85,Map,85,0.4446695365915422
42,October 7 2014,Tuesday,1900-01-01 19:00:00,1900-01-01 21:31:00,151,3683,Michigan State,Windsor,Exhibition Game,2,2,Tie,Tie,home/away game,Michigan State,Michigan State,Munn Ice Arena,6470.0,200x85,Map,85,0.5692426584234931
43,October 9 2014,Thursday,1900-01-01 19:35:00,1900-01-01 21:56:00,141,4215,Michigan,Wilfrid Laurier,Exhibition Game,5,2,Home Team,Away Team,home/away game,Michigan,Michigan,Yost Ice Arena,5800.0,200x85,Map,85,0.7267241379310345
44,October 10 2014,Friday,1900-01-01 14:05:00,1900-01-01 16:20:00,135,2586,Minnesota,Minnesota Duluth,Non-Conference Game,4,3,Home Team,Away Team,Tournament Game,IceBreaker at Notre Dame,,,,,,,
45,October 10 2014,Friday,1900-01-01 19:00:00,1900-01-01 21:10:00,130,4288,Massachusetts,Boston University,Hockey East Conference Game,1,8,Away Team,Home Team,home/away game,Massachusetts,Massachusetts,William D. Mullins Center,8373.0,200x95,Map,95,0.512122297862176
46,October 10 2014,Friday,1900-01-01 19:08:00,1900-01-01 21:31:00,143,7326,UMass Lowell,Boston College,Hockey East Conference Game,5,2,Home Team,Away Team,home/away game,UMass Lowell,UMass Lowell,Tsongas Center,6496.0,200x85,Map,85,1.1277709359605912
47,October 10 2014,Friday,1900-01-01 19:00:00,1900-01-01 21:33:00,153,6017,Penn State,Connecticut,Non-Conference Game,2,2,Tie,Tie,home/away game,Penn State,Penn State,Pegula Ice Arena,5704.0,200x85,Map,85,1.0548737727910238
48,October 10 2014,Friday,1900-01-01 19:05:00,1900-01-01 21:18:00,133,1365,Army,Sacred Heart,Atlantic Hockey Conference Game,2,1,Home Team,Away Team,home/away game,Army,,,,,,,
49,October 10 2014,Friday,1900-01-01 19:05:00,1900-01-01 21:25:00,140,990,Holy Cross,Merrimack,Non-Conference Game,2,3,Away Team,Home Team,home/away game,Holy Cross,Holy Cross,Hart Recreation Center,1400.0,200x85,Map,85,0.7071428571428572
50,October 10 2014,Friday,1900-01-01 19:05:00,1900-01-01 21:20:00,135,1197,Niagara,Clarkson,Non-Conference Game,1,3,Away Team,Home Team,home/away game,Niagara,Niagara,Dwyer Arena,2100.0,200x85,Map,85,0.57
51,October 10 2014,Friday,1900-01-01 19:05:00,1900-01-01 21:27:00,142,2830,Ohio State,Providence,Non-Conference Game,5,4,Home Team,Away Team,home/away game,Ohio State,Ohio State,Value City Arena,17500.0,200x85,Map,85,0.16171428571428573
52,October 10 2014,Friday,1900-01-01 19:05:00,1900-01-01 21:21:00,136,3103,RIT,St. Lawrence,Non-Conference Game,5,2,Home Team,Away Team,home/away game,RIT,RIT,Gene Polisseni Center,4300.0,200x85,Map,85,0.7216279069767442
53,October 10 2014,Friday,1900-01-01 19:05:00,1900-01-01 21:19:00,134,787,Robert Morris,Lake Superior State,Non-Conference Game,3,1,Home Team,Away Team,home/away game,Robert Morris,Robert Morris,Colonials Arena,1589.0,200x85,Map,85,0.49528005034612965
54,October 10 2014,Friday,1900-01-01 19:07:00,1900-01-01 21:35:00,148,2118,Bowling Green,Miami,Non-Conference Game,3,2,Home Team,Away Team,home/away game,Bowling Green,Bowling Green,Slater Family Ice Arena,5000.0,200x85,Map,85,0.4236
55,October 10 2014,Friday,1900-01-01 19:07:00,1900-01-01 21:20:00,133,1840,Ferris State,Wilfrid Laurier,Exhibition Game,4,1,Home Team,Away Team,home/away game,Ferris State,Ferris State,Ewigleben Ice Arena,2457.0,200x85,Map,85,0.7488807488807488
56,October 10 2014,Friday,1900-01-01 19:35:00,1900-01-01 21:45:00,130,627,Canisius,Western Michigan,Non-Conference Game,4,2,Home Team,Away Team,home/away game,Canisius,Canisius,Harborcenter,1800.0,200x85,Map,85,0.34833333333333333
57,October 10 2014,Friday,1900-01-01 19:35:00,1900-01-01 21:45:00,130,5022,Notre Dame,Rensselaer,Non-Conference Game,2,3,Away Team,Home Team,home/away game,Notre Dame,Notre Dame,Compton Family Ice Arena,5022.0,200x95,Map,95,1.0
58,October 10 2014,Friday,1900-01-01 20:07:00,1900-01-01 22:13:00,126,2254,Union,American International,Non-Conference Game,7,3,Home Team,Away Team,home/away game,Union,Union,Achilles Center,2504.0,200x85,Map,85,0.9001597444089456
59,October 10 2014,Friday,1900-01-01 19:37:00,1900-01-01 22:00:00,143,3546,St. Cloud State,Colgate,Non-Conference Game,1,3,Away Team,Home Team,home/away game,St. Cloud State,St. Cloud State,Herb Brooks National Hockey Center,5159.0,200x100,Map,100,0.6873425082380307
60,October 10 2014,Friday,1900-01-01 19:37:00,1900-01-01 21:54:00,137,11865,North Dakota,Bemidji State,Non-Conference Game,1,5,Away Team,Home Team,home/away game,North Dakota,North Dakota,Ralph Engelstad Arena,11500.0,200x85,Map,85,1.0317391304347827
61,October 10 2014,Friday,1900-01-01 19:37:00,1900-01-01 21:55:00,138,5780,Omaha,Minnesota State,Non-Conference Game,5,3,Home Team,Away Team,home/away game,Omaha,Omaha,Baxter Arena,7898.0,200x85,Map,85,0.7318308432514561
62,October 10 2014,Friday,1900-01-01 19:05:00,1900-01-01 21:20:00,135,1824,Air Force,Mercyhurst,Atlantic Hockey Conference Game,5,1,Home Team,Away Team,home/away game,Air Force,Air Force,Cadet Ice Arena,2470.0,200x85,Map,85,0.7384615384615385
63,October 10 2014,Friday,1900-01-01 17:07:00,1900-01-01 19:25:00,138,2422,Alaska,Wisconsin,Non-Conference Game,1,0,Home Team,Away Team,Tournament Game,Kendall Hockey Classic at Alaska Anchorage,,,,,,,
64,October 10 2014,Friday,1900-01-01 19:37:00,1900-01-01 21:56:00,139,6052,Colorado College,Alabama Huntsville,Non-Conference Game,3,2,Home Team,Away Team,home/away game,Colorado College,Colorado College,Colorado Springs World Arena,7343.0,200x100,Map,100,0.8241862998774343
65,October 10 2014,Friday,1900-01-01 20:07:00,1900-01-01 22:37:00,150,2656,Alaska Anchorage,Maine,Non-Conference Game,3,1,Home Team,Away Team,home/away game,Alaska Anchorage,Alaska Anchorage,Wells Fargo Sports Complex,,200x85,Map,85,
66,October 11 2014,Saturday,1900-01-01 15:00:00,1900-01-01 17:15:00,135,6016,Penn State,Connecticut,Non-Conference Game,7,1,Home Team,Away Team,home/away game,Penn State,Penn State,Pegula Ice Arena,5704.0,200x85,Map,85,1.0546984572230014
67,October 11 2014,Saturday,1900-01-01 19:00:00,1900-01-01 21:13:00,133,3298,Northeastern,Vermont,Hockey East Conference Game,2,6,Away Team,Home Team,home/away game,Northeastern,Northeastern,Matthews Arena,4666.0,200x90,Map,90,0.7068152593227603
68,October 11 2014,Saturday,1900-01-01 19:05:00,1900-01-01 21:21:00,136,2229,Merrimack,Holy Cross,Non-Conference Game,2,1,Home Team,Away Team,home/away game,Merrimack,Merrimack,J. Thom Lawler Rink,2549.0,200x85,Map,85,0.8744605727736368
69,October 11 2014,Saturday,1900-01-01 19:00:00,1900-01-01 21:17:00,137,3420,Quinnipiac,Bentley,Non-Conference Game,5,3,Home Team,Away Team,home/away game,Quinnipiac,Quinnipiac,People's United Center,3286.0,200x85,Map,85,1.040779062690201
70,October 11 2014,Saturday,1900-01-01 19:05:00,1900-01-01 21:15:00,130,959,Niagara,St. Lawrence,Non-Conference Game,2,10,Away Team,Home Team,home/away game,Niagara,Niagara,Dwyer Arena,2100.0,200x85,Map,85,0.45666666666666667
71,October 11 2014,Saturday,1900-01-01 19:05:00,1900-01-01 21:25:00,140,2881,Ohio State,Providence,Non-Conference Game,1,2,Away Team,Home Team,home/away game,Ohio State,Ohio State,Value City Arena,17500.0,200x85,Map,85,0.16462857142857143
72,October 11 2014,Saturday,1900-01-01 19:05:00,1900-01-01 21:17:00,132,3502,RIT,Clarkson,Non-Conference Game,1,3,Away Team,Home Team,home/away game,RIT,RIT,Gene Polisseni Center,4300.0,200x85,Map,85,0.8144186046511628
73,October 11 2014,Saturday,1900-01-01 19:05:00,1900-01-01 21:21:00,136,745,Robert Morris,Lake Superior State,Non-Conference Game,3,0,Home Team,Away Team,home/away game,Robert Morris,Robert Morris,Colonials Arena,1589.0,200x85,Map,85,0.46884833228445566
